id,severity,agiSurface,gapType,title,refProduct,refSurface,refScreen,detail,evidence,suggestedFix,image,status,owner,mergedFrom
GAP-171,P2,mobile,missing-control,"Code session menu lacks Pin, and has no dedicated Changes/Files entries",Claude/Codex,iOS,"Session context menu: Pin, Rename, Archive, Changes, Files","NEEDS RE-SITING (verified 2026-08-21): the cited file (apps/mobile/src/features/code-sessions/components/CodeSessionMoreMenu.tsx) was deleted 2026-07-30 in commit c21de5707 ('remove unshipped dead-end surfaces') -- before this CSV was even last edited (2026-08-11), same root cause as GAP-143 and GAP-155. There is no Code Session screen or menu left on mobile at all. Original complaint, preserved verbatim: The reference session menu offers Pin (keep a session at top of the list), Rename, Archive, plus direct navigation to 'Changes' (diff view) and 'Files' (file browser) for that session. agiworkforce's CodeSessionMoreMenu offered Copy branch, Share, Rename, and Archive -- no Pin action, and no way to jump to a changes/diff view or a file browser for the session; Rename was also a dead end on mobile, before the whole screen was removed.","STALE -- cited path does not exist: apps/mobile/src/features/code-sessions/components/CodeSessionMoreMenu.tsx was deleted in c21de5707 (2026-07-30), confirmed via `git log --all --diff-filter=D`. No replacement session-menu concept exists anywhere in apps/mobile/src/features/companion/.","Add a Pin toggle to CodeSessionMoreMenu (persisted per-session, sessions list sorts pinned first) and add Changes/Files menu rows that route to a diff viewer and file browser respectively, once those views exist; implement inline rename on mobile instead of redirecting to desktop.",references-2/IMG_0625.PNG,Open,Unassigned,
GAP-172,P2,mobile,missing-control,No 'switch models when a message is flagged' safety fallback setting,Claude,iOS,Settings > Capabilities,Claude lets users choose whether a flagged message auto-switches to a fallback model (continuing the chat) or pauses the conversation instead. agiworkforce has no equivalent setting on any surface.,"searched 'flagged', 'switch model' across apps/mobile, apps/web, apps/desktop — no safety-triggered model-switch preference found","Add a toggle in Capabilities (mobile) and Capabilities settings tab (desktop/web) that controls whether safety-flagged messages auto-fallback to another model or pause the chat, with matching backend support.",claude_reference/127-claude-ios-settings-capabilities-artifacts-code-exec-web-search-toggles.png,Open,Unassigned,
GAP-173,P2,mobile,missing-control,No Auto / On-demand / Always-available tool-loading strategy setting,Claude,iOS,Settings > Capabilities (Tool access radio),"Claude lets users trade off message budget vs. tool accuracy by choosing how connector tools are loaded into context (Auto, On demand, Always available). No equivalent radio/picker exists in agiworkforce.","searched 'on demand', 'always available', 'tool access' across apps/mobile, apps/web, apps/desktop — no tool-loading-strategy setting found","Add a 3-option tool-loading strategy control near the connectors/capabilities settings, threaded through to the context-assembly logic that decides when connector tool schemas are injected.",claude_reference/128-claude-ios-settings-capabilities-memory-and-tool-access-radio.png,Open,Unassigned,
GAP-174,P2,mobile,missing-screen,"No cloud/agent browser settings on mobile (site approval default, cookie clearing)",ChatGPT,iOS,Settings > Cloud browser,"Reference gives the agent's cloud browser its own settings screen: a Default permission ('Always ask') dropdown, per-site overrides via 'Add site', explainer copy, and a destructive 'Clear all cookies' under Browser data. agiworkforce mobile exposes no browsing-permission surface, so if/when a cloud agent opens websites the user has no default policy, no per-site control and no way to clear the browsing identity.",grep -i 'cloud browser|add site|allowlist' across apps/mobile src+app — no matches beyond unrelated openBrowserAsync/WebBrowser usage; nearest concept is apps/desktop/src/features/settings/AgentExecutionSettings.tsx 'Allowed network domains',"If cloud browsing ships on mobile, add /(app)/settings/cloud-browser with a Default policy picker (Always ask / Allow / Block), an Add site override list, and Clear all cookies; if it does not, ensure no chat affordance implies the agent can browse.",chatgpt_reference/057-chatgpt-ios-settings-cloud-browser-default-permissions-clear-cookies.png,Open,Unassigned,
GAP-175,P2,mobile,missing-control,No 'Connector discovery' auto-suggest toggle,Claude,iOS,Settings > Connectors,Claude iOS has a 'Connector discovery' toggle letting Claude proactively suggest relevant connectors from the user's directory. agiworkforce's connector screen (richer catalog UI overall) has no equivalent discovery/auto-suggest setting.,apps/mobile/src/features/settings/cloud-connectors/index.tsx — no 'discovery' string or toggle present,"Add a 'Connector discovery' toggle at the top of the connectors screen that, when on, lets the assistant proactively surface relevant connectors mid-conversation.",claude_reference/129-claude-ios-settings-connectors-connector-discovery-toggle.png,Open,Unassigned,
GAP-176,P2,mobile,missing-control,No separate consent for voice/audio recordings,ChatGPT,iOS,Settings > Data controls,"Reference splits audio out of the general training consent ('Include audio recordings — Share audio from voice chats to train our models'), defaulted off. agiworkforce has a voice feature and voice-language settings but no audio-specific data control, so voice data is governed by nothing the user can see.",apps/mobile/src/features/settings/data-controls/index.tsx; grep -i 'audio recording|voice data|train' across apps/mobile/src/features/settings — only the cloud-privacy prose,"Add a second, independently persisted toggle 'Include audio recordings' nested under the training consent, disabled (and visually subordinate) while the parent consent is off.",chatgpt_reference/055-chatgpt-ios-settings-data-controls-model-training-location-services.png,Open,Unassigned,
GAP-177,P2,mobile,missing-control,"No chat-history controls: archive, archive all, or delete all chats",ChatGPT,iOS,Settings > Data controls,"Reference groups 'Chat history' with Archived chats >, Archive all chats, and Delete all chats. agiworkforce mobile has no archive concept at all — a conversation menu item for it was removed because nothing was wired — and the only bulk destructive action is the Storage screen's full device wipe, which also deletes memory, settings and models.","apps/mobile/src/features/sidebar/components/ConversationItem.tsx lines 96-98 ('No ""Archive"" entry here: it rendered unconditionally with no wired action … conversations have no archived field'); grep -i 'delete all chats|deleteAllConversations' across apps/mobile/src — no match","Add an `archivedAt` field to local and cloud conversations, an Archived chats screen, and a Chat history group in Data Controls with Archive all / Delete all chats (both confirmed, and scoped to the active Local vs Cloud mode so the trust boundary is explicit in the confirmation copy).",chatgpt_reference/055-chatgpt-ios-settings-data-controls-model-training-location-services.png,Open,Unassigned,
GAP-178,P2,mobile,missing-control,No user control over automatic web search ('Automatically use' group),ChatGPT,iOS,Settings > General,"The reference has an 'Automatically use' group whose 'Web search' switch, with the explainer 'Search the web for real-time info.', lets a user stop the model reaching the network on its own. In agiworkforce web search is always on for capable signed-in cloud sessions and the Capabilities screen only reports status.",apps/mobile/src/features/chat/components/ChatInput.tsx:174 ('Web search has no user toggle -- it is on for every capable signed-in…'); apps/mobile/src/features/settings/capabilities/index.tsx:118-126 (read-only 'Web search' row),"Add an 'Automatically use → Web search' switch in General (or make the Capabilities row interactive) that is genuinely honoured by the request builder, with copy stating that turning it off may produce stale answers.",chatgpt_reference/066-chatgpt-ios-settings-general-app-language-toggles.png,Open,Unassigned,
GAP-179,P2,mobile,missing-ia,No global default intelligence level; effort is per-conversation only,ChatGPT,iOS,Settings > General,"The reference surfaces an 'Intelligence → Pro level' default in General so every new chat inherits a chosen tier. In agiworkforce, effort is only reachable inside the model picker sheet and is stored per conversation (or under a '__default__' project key with no UI), so users must re-set it repeatedly.",apps/mobile/src/features/model-picker/components/ModelPickerSheet.tsx:206-215 (setEffort per conversation / setProjectDefault('__default__')); apps/mobile/src/features/settings/general/index.tsx (no effort row),"Add an 'Intelligence' row in General bound to the existing agentControlStore '__default__' project default, listing the efforts the default model supports, so new conversations start at the user's chosen tier.",chatgpt_reference/066-chatgpt-ios-settings-general-app-language-toggles.png,Open,Unassigned,
GAP-180,P2,mobile,missing-ia,Approval policy is not surfaced where plugins/connectors are managed,ChatGPT,iOS,Settings > Plugins,"Reference puts 'Permissions — Allow low-risk >' as the first row of the Plugins screen with the explainer 'Choose when ChatGPT should ask for permission when using plugins', so the policy is visible exactly where tools are enabled. agiworkforce has the equivalent policy (Ask every time / Low-risk actions / Approve all actions) but only on a separate Action approvals screen, so a user connecting a tool never sees the governing rule.",apps/mobile/app/(app)/settings/auto-approve.tsx OPTIONS (ask/smart/full); apps/mobile/src/features/settings/cloud-connectors/index.tsx has no approval-policy row,"Add a first-row summary at the top of the connectors screen showing the current approval mode as a `value` on SettingsRow that deep-links to /(app)/settings/auto-approve, with the one-line explainer beneath the group.",chatgpt_reference/051-chatgpt-ios-settings-plugins-permissions-list-added-allow-low-risk.png,Open,Unassigned,
